Title,Analysis,keywords,result
[車블랙박스]윤곽 드러낸 현대차 차세대 전기차..'아이오닉5' 기대감↑,"제목: [車블랙박스]윤곽 드러낸 현대차 차세대 전기차..'아이오닉5' 기대감↑  
키워드: 현대차, 차세대 전기차, 아이오닉5, 기대감  
결과: 긍정","제목: [車블랙박스]윤곽 드러낸 현대차 차세대 전기차..'아이오닉5' 기대감↑  
",": 현대차, 차세대 전기차, 아이오닉5, 기대감  
결과: 긍정"
"정부, 친환경차 배출가스 검사 제외..수소·전기차 규제 뜯어고친다","제목: 정부, 친환경차 배출가스 검사 제외..수소·전기차 규제 뜯어고친다  
키워드: 정부, 친환경차, 배출가스 검사, 수소차, 전기차, 규제  
결과: 부정  ","제목: 정부, 친환경차 배출가스 검사 제외..수소·전기차 규제 뜯어고친다  
",": 정부, 친환경차, 배출가스 검사, 수소차, 전기차, 규제  
결과: 부정  "
"[하이빔]보조금은 전기차, 회수는 배터리?","제목: [하이빔] 보조금은 전기차, 회수는 배터리?  
키워드: 보조금, 전기차, 회수, 배터리  
결과: 부정 (회수라는 단어가 부정적인 뉘앙스를 가질 수 있으며, 전기차와의 연결에서 문제 및 우려를 암시할 수 있음)","제목: [하이빔] 보조금은 전기차, 회수는 배터리?  
",": 보조금, 전기차, 회수, 배터리  
결과: 부정 (회수라는 단어가 부정적인 뉘앙스를 가질 수 있으며, 전기차와의 연결에서 문제 및 우려를 암시할 수 있음)"
"전기차와 '심장' 배터리, 얼마나 아시나요","제목: 전기차와 '심장' 배터리, 얼마나 아시나요  
키워드: 전기차, 배터리, 심장  
결과: 중립 (질문 형식으로 긍정이나 부정의 감정이 명확하지 않음)","제목: 전기차와 '심장' 배터리, 얼마나 아시나요  
",": 전기차, 배터리, 심장  
결과: 중립 (질문 형식으로 긍정이나 부정의 감정이 명확하지 않음)"
프리미엄 전기차 쏟아진다.. 'K배터리' 경쟁도 치열,"제목: 프리미엄 전기차 쏟아진다.. 'K배터리' 경쟁도 치열  
키워드: 프리미엄, 전기차, K배터리, 경쟁, 치열  
결과: 긍정","제목: 프리미엄 전기차 쏟아진다.. 'K배터리' 경쟁도 치열  
",": 프리미엄, 전기차, K배터리, 경쟁, 치열  
결과: 긍정"
"커져가는 전기차시장..""보조금 지급 지속해야""","제목: 커져가는 전기차시장..""보조금 지급 지속해야""  
키워드: 전기차시장, 보조금, 지속  
결과: 긍정","제목: 커져가는 전기차시장..""보조금 지급 지속해야""  
",": 전기차시장, 보조금, 지속  
결과: 긍정"
국내 전기차 '10만대 시대' 임박..지난달 누적 등록 9만3572대,"제목: 국내 전기차 '10만대 시대' 임박..지난달 누적 등록 9만3572대  
키워드: 전기차, 10만대 시대, 등록, 임박  
결과: 긍정  ","제목: 국내 전기차 '10만대 시대' 임박..지난달 누적 등록 9만3572대  
",": 전기차, 10만대 시대, 등록, 임박  
결과: 긍정  "
전기차 팽창에 국내외 완성차-배터리 업체 간 동맹 이어질 듯,"제목: 전기차 팽창에 국내외 완성차-배터리 업체 간 동맹 이어질 듯  
키워드: 전기차, 팽창, 동맹, 완성차, 배터리  
결과: 긍정","제목: 전기차 팽창에 국내외 완성차-배터리 업체 간 동맹 이어질 듯  
",": 전기차, 팽창, 동맹, 완성차, 배터리  
결과: 긍정"
새만금 전기차 클러스터 조성 합동 기공식 개최..10월 완공 예정,"- 제목: 새만금 전기차 클러스터 조성 합동 기공식 개최..10월 완공 예정
- 키워드: 새만금, 전기차, 클러스터, 기공식, 완공
- 결과: 긍정","- 제목: 새만금 전기차 클러스터 조성 합동 기공식 개최..10월 완공 예정
- ",": 새만금, 전기차, 클러스터, 기공식, 완공
- 결과: 긍정"
"연초부터 유럽 전기차 판매 2배 이상 급증..""올해 확산 원년 기대""","제목: 연초부터 유럽 전기차 판매 2배 이상 급증..""올해 확산 원년 기대""  
키워드: 전기차, 판매 급증, 확산 원년, 기대  
결과: 긍정  ","제목: 연초부터 유럽 전기차 판매 2배 이상 급증..""올해 확산 원년 기대""  
",": 전기차, 판매 급증, 확산 원년, 기대  
결과: 긍정  "
[이슈분석]내년 전기차 보조금 어떻게 바뀌나..올해 보다 줄어든다,"제목: [이슈분석]내년 전기차 보조금 어떻게 바뀌나..올해 보다 줄어든다  
키워드: 전기차, 보조금, 줄어든다  
결과: 부정  ","제목: [이슈분석]내년 전기차 보조금 어떻게 바뀌나..올해 보다 줄어든다  
",": 전기차, 보조금, 줄어든다  
결과: 부정  "
"[하이빔]수출용 중고 전기차, 배터리와 세금","제목: [하이빔]수출용 중고 전기차, 배터리와 세금  
키워드: 중고 전기차, 배터리, 세금, 수출  
결과: 중립적 (정보 제공의 성격으로 부정적이거나 긍정적이지 않음)","제목: [하이빔]수출용 중고 전기차, 배터리와 세금  
",": 중고 전기차, 배터리, 세금, 수출  
결과: 중립적 (정보 제공의 성격으로 부정적이거나 긍정적이지 않음)"
"정의선, 산업현장서 그린뉴딜 이끈다..전기차·수소사회 청사진내놔","제목: 정의선, 산업현장서 그린뉴딜 이끈다..전기차·수소사회 청사진내놔  
키워드: 정의선, 그린뉴딜, 전기차, 수소사회, 청사진  
결과: 긍정  
","제목: 정의선, 산업현장서 그린뉴딜 이끈다..전기차·수소사회 청사진내놔  
",": 정의선, 그린뉴딜, 전기차, 수소사회, 청사진  
결과: 긍정  
"
[특징주] 전기차시장 성장 전망에 배터리업체 주가 강세(종합),"제목: [특징주] 전기차시장 성장 전망에 배터리업체 주가 강세(종합)  
키워드: 전기차시장, 성장 전망, 배터리업체, 주가 강세  
결과: 긍정  ","제목: [특징주] 전기차시장 성장 전망에 배터리업체 주가 강세(종합)  
",": 전기차시장, 성장 전망, 배터리업체, 주가 강세  
결과: 긍정  "
전기차 불나면 어떻게 끌까..전기 흐르는지 먼저 확인,"제목: 전기차 불나면 어떻게 끌까..전기 흐르는지 먼저 확인  
키워드: 전기차, 불, 끌다, 전기 흐르다  
결과: 부정","제목: 전기차 불나면 어떻게 끌까..전기 흐르는지 먼저 확인  
",": 전기차, 불, 끌다, 전기 흐르다  
결과: 부정"
"논란의 전기차 보조금 상한제, 테슬라 겨냥했나","제목: 논란의 전기차 보조금 상한제, 테슬라 겨냥했나  
키워드: 논란, 보조금, 상한제, 테슬라  
결과: 부정  ","제목: 논란의 전기차 보조금 상한제, 테슬라 겨냥했나  
",": 논란, 보조금, 상한제, 테슬라  
결과: 부정  "
CATL 배터리 단 전기차 잇따라 화재..중국 배터리는 아직?(종합),"제목: CATL 배터리 단 전기차 잇따라 화재..중국 배터리는 아직?(종합)  
키워드: CATL, 배터리, 전기차, 화재, 중국  
결과: 부정  ","제목: CATL 배터리 단 전기차 잇따라 화재..중국 배터리는 아직?(종합)  
",": CATL, 배터리, 전기차, 화재, 중국  
결과: 부정  "
제로백 1.85초 .. 슈퍼 전기차가 몰려온다,"제목: 제로백 1.85초 .. 슈퍼 전기차가 몰려온다  
키워드: 제로백, 슈퍼 전기차, 빠른 속도  
결과: 긍정","제목: 제로백 1.85초 .. 슈퍼 전기차가 몰려온다  
",": 제로백, 슈퍼 전기차, 빠른 속도  
결과: 긍정"
"강원 완성형 전기차 '포트로' 첫 출고..""유럽·베트남 누빈다""","제목: 강원 완성형 전기차 '포트로' 첫 출고..""유럽·베트남 누빈다""  
키워드: 전기차, 첫 출고, 유럽, 베트남  
결과: 긍정  ","제목: 강원 완성형 전기차 '포트로' 첫 출고..""유럽·베트남 누빈다""  
",": 전기차, 첫 출고, 유럽, 베트남  
결과: 긍정  "
전기차 충전요금 오른다 (김필수의 Car~ 좋다!),"제목: 전기차 충전요금 오른다 (김필수의 Car~ 좋다!)  
키워드: 전기차, 충전요금, 오른다, 좋다  
결과: 부정","제목: 전기차 충전요금 오른다 (김필수의 Car~ 좋다!)  
",": 전기차, 충전요금, 오른다, 좋다  
결과: 부정"
"환경부, 올해 전기차 8만4150대·수소차 1만280대 보급","제목: 환경부, 올해 전기차 8만4150대·수소차 1만280대 보급  
키워드: 환경부, 전기차, 수소차, 보급  
결과: 긍정","제목: 환경부, 올해 전기차 8만4150대·수소차 1만280대 보급  
",": 환경부, 전기차, 수소차, 보급  
결과: 긍정"
[세쓸통]'테슬라 게 섰거라'..K-전기차 어디까지 왔나,"제목: 테슬라 게 섰거라..K-전기차 어디까지 왔나  
키워드: 테슬라, K-전기차  
결과: 중립  

분석: ""테슬라 게 섰거라""는 약간의 경쟁 의식을 담고 있으나 부정적인 감정을 드러내지 않으며, K-전기차의 발전을 언급하는 것으로 보아 중립적인 어감을 지니고 있습니다.","제목: 테슬라 게 섰거라..K-전기차 어디까지 왔나  
",": 테슬라, K-전기차  
결과: 중립  

분석: ""테슬라 게 섰거라""는 약간의 경쟁 의식을 담고 있으나 부정적인 감정을 드러내지 않으며, K-전기차의 발전을 언급하는 것으로 보아 중립적인 어감을 지니고 있습니다."
성장판 활짝 열린 전기차.. 글로벌 '배터리 동맹' 잰걸음,"제목: 성장판 활짝 열린 전기차.. 글로벌 '배터리 동맹' 잰걸음  
키워드: 성장판, 전기차, 글로벌, 배터리 동맹, 잰걸음  
결과: 긍정  ","제목: 성장판 활짝 열린 전기차.. 글로벌 '배터리 동맹' 잰걸음  
",": 성장판, 전기차, 글로벌, 배터리 동맹, 잰걸음  
결과: 긍정  "
제네시스·BMW도 출격..전기차 고객은 설렌다,"제목: 제네시스·BMW도 출격..전기차 고객은 설렌다  
키워드: 제네시스, BMW, 전기차, 고객, 설렌다  
결과: 긍정  ","제목: 제네시스·BMW도 출격..전기차 고객은 설렌다  
",": 제네시스, BMW, 전기차, 고객, 설렌다  
결과: 긍정  "
"싱가포르 언론 ""현대차, 싱가포르서 2022년 전기차 3만대 생산""","제목: 싱가포르 언론 ""현대차, 싱가포르서 2022년 전기차 3만대 생산""

키워드: 현대차, 싱가포르, 전기차, 생산, 3만대

결과: 긍정","제목: 싱가포르 언론 ""현대차, 싱가포르서 2022년 전기차 3만대 생산""

",": 현대차, 싱가포르, 전기차, 생산, 3만대

결과: 긍정"
"빌 게이츠 새 전기차는 '포르쉐'..머스크 ""역시 감동 없어""","제목: 빌 게이츠 새 전기차는 '포르쉐'..머스크 ""역시 감동 없어""  
키워드: 빌 게이츠, 포르쉐, 머스크, 감동 없음  
결과: 부정  ","제목: 빌 게이츠 새 전기차는 '포르쉐'..머스크 ""역시 감동 없어""  
",": 빌 게이츠, 포르쉐, 머스크, 감동 없음  
결과: 부정  "
"배터리 빌려쓰고, 보조금 받고..2000만원 '반값 전기차' 나온다","- 제목: 배터리 빌려쓰고, 보조금 받고..2000만원 '반값 전기차' 나온다
- 키워드: 배터리, 보조금, 반값, 전기차
- 결과: 긍정","- 제목: 배터리 빌려쓰고, 보조금 받고..2000만원 '반값 전기차' 나온다
- ",": 배터리, 보조금, 반값, 전기차
- 결과: 긍정"
"'테슬라 비싸지고, 아이오닉5 싸진다?'..바뀌는 전기차 보조금","제목: '테슬라 비싸지고, 아이오닉5 싸진다?'..바뀌는 전기차 보조금  
키워드: 테슬라, 아이오닉5, 비싸진다, 싸진다, 전기차 보조금  
결과: 중립적 (긍정적 요소와 부정적 요소가 혼재됨)","제목: '테슬라 비싸지고, 아이오닉5 싸진다?'..바뀌는 전기차 보조금  
",": 테슬라, 아이오닉5, 비싸진다, 싸진다, 전기차 보조금  
결과: 중립적 (긍정적 요소와 부정적 요소가 혼재됨)"
"현대·기아차, 미 '카누'와 차세대 전기차 플랫폼 공동개발","제목: 현대·기아차, 미 '카누'와 차세대 전기차 플랫폼 공동개발  
키워드: 현대차, 기아차, 카누, 차세대 전기차, 공동개발  
결과: 긍정  

이 제목은 협력을 통한 혁신적인 발전을 암시하므로 긍정적인 감정으로 분석됩니다.","제목: 현대·기아차, 미 '카누'와 차세대 전기차 플랫폼 공동개발  
",": 현대차, 기아차, 카누, 차세대 전기차, 공동개발  
결과: 긍정  

이 제목은 협력을 통한 혁신적인 발전을 암시하므로 긍정적인 감정으로 분석됩니다."
러시아 700만원대 소형전기차 올해 말 대량생산..주행거리 200km,"제목: 러시아 700만원대 소형전기차 올해 말 대량생산..주행거리 200km  
키워드: 러시아, 소형전기차, 대량생산, 주행거리, 700만원, 200km  
결과: 중립적","제목: 러시아 700만원대 소형전기차 올해 말 대량생산..주행거리 200km  
",": 러시아, 소형전기차, 대량생산, 주행거리, 700만원, 200km  
결과: 중립적"
전기차 보조금 상한제 확정..기준 가격은?,"제목: 전기차 보조금 상한제 확정..기준 가격은?  
키워드: 전기차, 보조금, 상한제, 기준 가격  
결과: 중립적","제목: 전기차 보조금 상한제 확정..기준 가격은?  
",": 전기차, 보조금, 상한제, 기준 가격  
결과: 중립적"
"[시승]대중교통 대신 초소형 전기차 타볼까, 캠시스 쎄보-C","제목: [시승]대중교통 대신 초소형 전기차 타볼까, 캠시스 쎄보-C  
키워드: 시승, 대중교통, 초소형 전기차, 캠시스 쎄보-C  
결과: 긍정 ","제목: [시승]대중교통 대신 초소형 전기차 타볼까, 캠시스 쎄보-C  
",": 시승, 대중교통, 초소형 전기차, 캠시스 쎄보-C  
결과: 긍정 "
"""테슬라 독주 더 못보겠다"".. 달아오르는 수입 전기차 시장","제목: ""테슬라 독주 더 못보겠다"".. 달아오르는 수입 전기차 시장  
키워드: 테슬라, 독주, 수입 전기차, 시장, 달아오르다  
결과: 긍정적","제목: ""테슬라 독주 더 못보겠다"".. 달아오르는 수입 전기차 시장  
",": 테슬라, 독주, 수입 전기차, 시장, 달아오르다  
결과: 긍정적"
"""테슬라 잡아라"".. 보조금 장착 수입 전기차 잇단 출사표","제목: ""테슬라 잡아라"".. 보조금 장착 수입 전기차 잇단 출사표  
키워드: 테슬라, 보조금, 수입 전기차, 출사표  
결과: 긍정  ","제목: ""테슬라 잡아라"".. 보조금 장착 수입 전기차 잇단 출사표  
",": 테슬라, 보조금, 수입 전기차, 출사표  
결과: 긍정  "
"폴크스바겐, 중국 전기차·배터리 기업에 2조9천억원 투자","제목: 폴크스바겐, 중국 전기차·배터리 기업에 2조9천억원 투자  
키워드: 폴크스바겐, 전기차, 배터리, 투자, 중국  
결과: 긍정  ","제목: 폴크스바겐, 중국 전기차·배터리 기업에 2조9천억원 투자  
",": 폴크스바겐, 전기차, 배터리, 투자, 중국  
결과: 긍정  "
전기차 시장 키운다지만..테슬라가 보조금 싹쓸이,"제목: 전기차 시장 키운다지만..테슬라가 보조금 싹쓸이  
키워드: 전기차, 시장, 테슬라, 보조금, 싹쓸이  
결과: 부정","제목: 전기차 시장 키운다지만..테슬라가 보조금 싹쓸이  
",": 전기차, 시장, 테슬라, 보조금, 싹쓸이  
결과: 부정"
"[2020 중앙일보 COTY] '하나뿐인 전기차', 메르세데스-벤츠 EQC","제목: [2020 중앙일보 COTY] '하나뿐인 전기차', 메르세데스-벤츠 EQC  
키워드: 하나뿐인, 전기차, 메르세데스-벤츠 EQC  
결과: 긍정 ","제목: [2020 중앙일보 COTY] '하나뿐인 전기차', 메르세데스-벤츠 EQC  
",": 하나뿐인, 전기차, 메르세데스-벤츠 EQC  
결과: 긍정 "
VK 신화 '이철상'..전기차 시장 두 번째 도전장,"제목: VK 신화 '이철상'..전기차 시장 두 번째 도전장  
키워드: VK 신화, 이철상, 전기차, 두 번째 도전  
결과: 긍정","제목: VK 신화 '이철상'..전기차 시장 두 번째 도전장  
",": VK 신화, 이철상, 전기차, 두 번째 도전  
결과: 긍정"
정의선·구광모 만난다..전기차 배터리 협업 논의(종합),"제목: 정의선·구광모 만난다..전기차 배터리 협업 논의(종합)  
키워드: 정의선, 구광모, 전기차, 배터리, 협업, 논의  
결과: 긍정  

분석: 협업 논의라는 단어가 긍정적인 협력관계를 암시하고 있으며, 전기차 및 배터리 관련 논의는 미래에 대한 긍정적인 전망을 나타낸다고 판단됩니다.","제목: 정의선·구광모 만난다..전기차 배터리 협업 논의(종합)  
",": 정의선, 구광모, 전기차, 배터리, 협업, 논의  
결과: 긍정  

분석: 협업 논의라는 단어가 긍정적인 협력관계를 암시하고 있으며, 전기차 및 배터리 관련 논의는 미래에 대한 긍정적인 전망을 나타낸다고 판단됩니다."
전용 플랫폼 출시 앞둔 韓전기차..10개월래 판매 최저,"제목: 전용 플랫폼 출시 앞둔 韓전기차..10개월래 판매 최저  
키워드: 전용 플랫폼, 한국 전기차, 판매 최저  
결과: 부정","제목: 전용 플랫폼 출시 앞둔 韓전기차..10개월래 판매 최저  
",": 전용 플랫폼, 한국 전기차, 판매 최저  
결과: 부정"
주행거리 늘어나는 전기차..500km대 육박,"제목: 주행거리 늘어나는 전기차..500km대 육박  
키워드: 주행거리, 전기차, 늘어나다, 500km  
결과: 긍정  ","제목: 주행거리 늘어나는 전기차..500km대 육박  
",": 주행거리, 전기차, 늘어나다, 500km  
결과: 긍정  "
원재료부터 전기차까지..판 커지는 '배터리 합종연횡',"제목: 원재료부터 전기차까지..판 커지는 '배터리 합종연횡'  
키워드: 원재료, 전기차, 배터리, 합종연횡, 판 커짐  
결과: 긍정  ","제목: 원재료부터 전기차까지..판 커지는 '배터리 합종연횡'  
",": 원재료, 전기차, 배터리, 합종연횡, 판 커짐  
결과: 긍정  "
전기차 보조금 '하후상박'..테슬라 비싸지고 코나는 '반값',"제목: 전기차 보조금 '하후상박'..테슬라 비싸지고 코나는 '반값'  
키워드: 보조금, 테슬라, 비싸다, 코나, 반값  
결과: 부정  ","제목: 전기차 보조금 '하후상박'..테슬라 비싸지고 코나는 '반값'  
",": 보조금, 테슬라, 비싸다, 코나, 반값  
결과: 부정  "
전기차 전용 플랫폼 공개..내년은 대중화 '속도' 낸다,"제목: 전기차 전용 플랫폼 공개..내년은 대중화 '속도' 낸다  
키워드: 전기차, 플랫폼, 대중화, 속도  
결과: 긍정  ","제목: 전기차 전용 플랫폼 공개..내년은 대중화 '속도' 낸다  
",": 전기차, 플랫폼, 대중화, 속도  
결과: 긍정  "
"친환경차 10만대 시대, 하이브리드 SUV 대전..전기차도 새 모델 쏟아져","제목: 친환경차 10만대 시대, 하이브리드 SUV 대전..전기차도 새 모델 쏟아져  
키워드: 친환경차, 하이브리드, SUV, 전기차, 새 모델  
결과: 긍정","제목: 친환경차 10만대 시대, 하이브리드 SUV 대전..전기차도 새 모델 쏟아져  
",": 친환경차, 하이브리드, SUV, 전기차, 새 모델  
결과: 긍정"
9천만원 초과 전기차 내년부터 보조금 못 받는다,"제목: 9천만원 초과 전기차 내년부터 보조금 못 받는다  
키워드: 9천만원, 초과, 전기차, 내년, 보조금, 못 받는다  
결과: 부정  ","제목: 9천만원 초과 전기차 내년부터 보조금 못 받는다  
",": 9천만원, 초과, 전기차, 내년, 보조금, 못 받는다  
결과: 부정  "
"""전기차 배터리 대란 온다""..글로벌 '합작 열풍'","제목: ""전기차 배터리 대란 온다""..글로벌 '합작 열풍'  
키워드: 전기차, 배터리, 대란, 글로벌, 합작  
결과: 부정 (대란이라는 표현이 부정적인 감정을 나타냄)","제목: ""전기차 배터리 대란 온다""..글로벌 '합작 열풍'  
",": 전기차, 배터리, 대란, 글로벌, 합작  
결과: 부정 (대란이라는 표현이 부정적인 감정을 나타냄)"
한국타이어 '전기차 최적화' 전용 타이어 주도,"제목: 한국타이어 '전기차 최적화' 전용 타이어 주도  
키워드: 한국타이어, 전기차, 최적화, 전용 타이어, 주도  
결과: 긍정","제목: 한국타이어 '전기차 최적화' 전용 타이어 주도  
",": 한국타이어, 전기차, 최적화, 전용 타이어, 주도  
결과: 긍정"
"정부, 전기차 보조금 지급체계 개편 나선다","제목: 정부, 전기차 보조금 지급체계 개편 나선다  
키워드: 정부, 전기차, 보조금, 지급체계, 개편  
결과: 긍정","제목: 정부, 전기차 보조금 지급체계 개편 나선다  
",": 정부, 전기차, 보조금, 지급체계, 개편  
결과: 긍정"
충전 빨라지고 신차 쏟아진다..판 커지는 전기차 시장,"제목: 충전 빨라지고 신차 쏟아진다..판 커지는 전기차 시장  
키워드: 충전, 신차, 시장, 커진다  
결과: 긍정","제목: 충전 빨라지고 신차 쏟아진다..판 커지는 전기차 시장  
",": 충전, 신차, 시장, 커진다  
결과: 긍정"
현대차 전기차 브랜드 '아이오닉'..4년간 3종 내놓는다,"제목: 현대차 전기차 브랜드 '아이오닉'..4년간 3종 내놓는다  
키워드: 현대차, 전기차, 아이오닉, 4년, 3종  
결과: 긍정  ","제목: 현대차 전기차 브랜드 '아이오닉'..4년간 3종 내놓는다  
",": 현대차, 전기차, 아이오닉, 4년, 3종  
결과: 긍정  "
"[올댓차이나] 中 전기차 비야디, 2300억원 정부 보조금 받아","제목: [올댓차이나] 中 전기차 비야디, 2300억원 정부 보조금 받아  
키워드: 전기차, 비야디, 정부 보조금, 2300억원  
결과: 긍정","제목: [올댓차이나] 中 전기차 비야디, 2300억원 정부 보조금 받아  
",": 전기차, 비야디, 정부 보조금, 2300억원  
결과: 긍정"
"제주 운전자, 전기차 이용 '운행비 절감' 만족도 높아져","- 제목: 제주 운전자, 전기차 이용 '운행비 절감' 만족도 높아져
- 키워드: 제주, 운전, 전기차, 운행비 절감, 만족도, 높아져
- 결과: 긍정","- 제목: 제주 운전자, 전기차 이용 '운행비 절감' 만족도 높아져
- ",": 제주, 운전, 전기차, 운행비 절감, 만족도, 높아져
- 결과: 긍정"
"로이터 ""폴크스바겐, 중국 전기차·배터리 기업 인수 임박""","제목: 로이터 ""폴크스바겐, 중국 전기차·배터리 기업 인수 임박""  
키워드: 폴크스바겐, 중국, 전기차, 배터리, 인수, 임박  
결과: 긍정  ","제목: 로이터 ""폴크스바겐, 중국 전기차·배터리 기업 인수 임박""  
",": 폴크스바겐, 중국, 전기차, 배터리, 인수, 임박  
결과: 긍정  "
'전기차 메가스테이션' 그린뉴딜 힘 보탠다,"제목: '전기차 메가스테이션' 그린뉴딜 힘 보탠다  
키워드: 전기차, 메가스테이션, 그린뉴딜  
결과: 긍정","제목: '전기차 메가스테이션' 그린뉴딜 힘 보탠다  
",": 전기차, 메가스테이션, 그린뉴딜  
결과: 긍정"
"전기차, 이번엔 '충돌 후 화재'.. 안전성 논란 재점화","제목: 전기차, 이번엔 '충돌 후 화재'.. 안전성 논란 재점화  
키워드: 충돌, 화재, 안전성, 논란  
결과: 부정  ","제목: 전기차, 이번엔 '충돌 후 화재'.. 안전성 논란 재점화  
",": 충돌, 화재, 안전성, 논란  
결과: 부정  "
"[시승기] 가성비 눌러 담은 르노 전기차, 조에","- 제목: [시승기] 가성비 눌러 담은 르노 전기차, 조에
- 키워드: 가성비, 르노, 전기차, 조에
- 결과: 긍정 (가성비라는 긍정적인 요소를 강조하고 있음)","- 제목: [시승기] 가성비 눌러 담은 르노 전기차, 조에
- ",": 가성비, 르노, 전기차, 조에
- 결과: 긍정 (가성비라는 긍정적인 요소를 강조하고 있음)"
'뼈대'부터 다른 전기차 만든다.. 전용 플랫폼 개발 전쟁,"- 제목: '뼈대'부터 다른 전기차 만든다.. 전용 플랫폼 개발 전쟁
- 키워드: 뼈대, 전기차, 전용 플랫폼, 개발, 전쟁
- 결과: 부정 (전쟁이라는 표현이 갈등과 경쟁을 암시)","- 제목: '뼈대'부터 다른 전기차 만든다.. 전용 플랫폼 개발 전쟁
- ",": 뼈대, 전기차, 전용 플랫폼, 개발, 전쟁
- 결과: 부정 (전쟁이라는 표현이 갈등과 경쟁을 암시)"
"[단독]현대차, 서울에 세계 최대 '초급속 전기차 충전소' 연다","제목: [단독]현대차, 서울에 세계 최대 '초급속 전기차 충전소' 연다  
키워드: 현대차, 서울, 초급속 전기차 충전소, 세계 최대  
결과: 긍정  ","제목: [단독]현대차, 서울에 세계 최대 '초급속 전기차 충전소' 연다  
",": 현대차, 서울, 초급속 전기차 충전소, 세계 최대  
결과: 긍정  "
'제2의 테슬라' 어디?.. 글로벌 '전기차 스타트업' 격돌,"제목: '제2의 테슬라' 어디?.. 글로벌 '전기차 스타트업' 격돌  
키워드: 제2의 테슬라, 글로벌, 전기차 스타트업, 격돌  
결과: 중립적  

분석: 제목에서 '격돌'이라는 단어는 경쟁 상황을 나타내지만, '제2의 테슬라'라는 표현은 긍정적인 기대감을 담고 있습니다. 그러나 전반적으로 긍정과 부정의 감정이 혼재되어 있어 중립적으로 판단됩니다.","제목: '제2의 테슬라' 어디?.. 글로벌 '전기차 스타트업' 격돌  
",": 제2의 테슬라, 글로벌, 전기차 스타트업, 격돌  
결과: 중립적  

분석: 제목에서 '격돌'이라는 단어는 경쟁 상황을 나타내지만, '제2의 테슬라'라는 표현은 긍정적인 기대감을 담고 있습니다. 그러나 전반적으로 긍정과 부정의 감정이 혼재되어 있어 중립적으로 판단됩니다."
"[車블랙박스]188년 전 원유전기마차, 전기차의 시작을 알리다","제목: [車블랙박스]188년 전 원유전기마차, 전기차의 시작을 알리다  
키워드: 전기차, 시작, 원유전기마차  
결과: 긍정","제목: [車블랙박스]188년 전 원유전기마차, 전기차의 시작을 알리다  
",": 전기차, 시작, 원유전기마차  
결과: 긍정"
전기차 보조금 '예산 돌려쓰기',"제목: 전기차 보조금 '예산 돌려쓰기'  
키워드: 전기차, 보조금, 예산, 돌려쓰기  
결과: 부정","제목: 전기차 보조금 '예산 돌려쓰기'  
",": 전기차, 보조금, 예산, 돌려쓰기  
결과: 부정"
[단독] 화재·브레이크 결함..애증의 코나 전기차 국내 단종,"제목: [단독] 화재·브레이크 결함..애증의 코나 전기차 국내 단종  
키워드: 화재, 브레이크 결함, 단종, 애증  
결과: 부정","제목: [단독] 화재·브레이크 결함..애증의 코나 전기차 국내 단종  
",": 화재, 브레이크 결함, 단종, 애증  
결과: 부정"
올해 전기차 보조금 놓쳤다면..잠시만 기다리세요,"- 제목: 올해 전기차 보조금 놓쳤다면..잠시만 기다리세요
- 키워드: 전기차, 보조금, 놓쳤다, 기다리세요
- 결과: 중립 (기다리라는 긍정적인 요소와 놓쳤다는 부정적인 요소가 섞여 있음)","- 제목: 올해 전기차 보조금 놓쳤다면..잠시만 기다리세요
- ",": 전기차, 보조금, 놓쳤다, 기다리세요
- 결과: 중립 (기다리라는 긍정적인 요소와 놓쳤다는 부정적인 요소가 섞여 있음)"
[단독]세계 최초 '비대면 무선충전' 내년 '제네시스 전기차' 탑재,"제목: [단독]세계 최초 '비대면 무선충전' 내년 '제네시스 전기차' 탑재  
키워드: 비대면, 무선충전, 세계 최초, 제네시스, 전기차  
결과: 긍정","제목: [단독]세계 최초 '비대면 무선충전' 내년 '제네시스 전기차' 탑재  
",": 비대면, 무선충전, 세계 최초, 제네시스, 전기차  
결과: 긍정"
"제네시스, 내년은 전기차 '원년'..차세대 고급차 시장 선점","제목: 제네시스, 내년은 전기차 '원년'..차세대 고급차 시장 선점  
키워드: 제네시스, 전기차, 원년, 고급차, 시장 선점  
결과: 긍정","제목: 제네시스, 내년은 전기차 '원년'..차세대 고급차 시장 선점  
",": 제네시스, 전기차, 원년, 고급차, 시장 선점  
결과: 긍정"
"""야외 전기차충전소 지붕 챙겨라""..민주당, 정부에 촉구","제목: ""야외 전기차충전소 지붕 챙겨라""..민주당, 정부에 촉구  
키워드: 야외, 전기차충전소, 지붕, 민주당, 정부, 촉구  
결과: 부정","제목: ""야외 전기차충전소 지붕 챙겨라""..민주당, 정부에 촉구  
",": 야외, 전기차충전소, 지붕, 민주당, 정부, 촉구  
결과: 부정"
코로나에도 전기차는 질주..현대·기아차 수출 58% 껑충,"제목: 코로나에도 전기차는 질주..현대·기아차 수출 58% 껑충  
키워드: 코로나, 전기차, 질주, 현대·기아차, 수출, 58%  
결과: 긍정적  ","제목: 코로나에도 전기차는 질주..현대·기아차 수출 58% 껑충  
",": 코로나, 전기차, 질주, 현대·기아차, 수출, 58%  
결과: 긍정적  "
