Title,Analysis
"[월가월부] ""머스크 또 팔다니""… 테슬라 급락에 전기차株 '눈물'","키워드/결과  
""머스크"" / 부정  
""테슬라 급락"" / 부정  
""전기차株 '눈물'"" / 부정"
불 나면 물 106배 드는 전기차의 고민,"키워드: 불, 물, 전기차, 고민 / 결과: 부정"
[하이빔]배터리 전기차의 진짜 경제성,키워드: 배터리 전기차 / 결과: 긍정
"GM ""전기차, IRA 보조금에 수익성 개선…2025년 흑자전환 전망""","키워드/결과  
GM, 전기차, IRA 보조금, 수익성 개선, 2025년 흑자전환/긍정"
"[김도형 기자의 일편車심]중국, 베트남, 사우디… 전기차 다크호스들","키워드: 중국/베트남/사우디/전기차/다크호스들  
결과: 중립"
[시승기] '아메리칸 럭셔리'의 진수.. 캐딜락 첫 전기차 리릭,"키워드: 시승기/아메리칸 럭셔리/캐딜락/전기차/리릭  
결과: 긍정"
"푸조, 출시 한달 전기차 파격 할인..보조금 경쟁 시작?","키워드: 푸조/출시/전기차/파격 할인/보조금 경쟁  
결과: 긍정"
충전 안하면서 주차비 먹튀..'전기차 얌체족'에 결국 칼 빼들었다 [車모저모],"키워드: 충전 안하면서/주차비 먹튀/전기차 얌체족/결국 칼 빼들었다  
결과: 부정"
[카&테크]아우디 전기차 생산 로드맵 '360 팩토리',"키워드/결과  
아우디 전기차 생산 로드맵/긍정"
"외통위, '美 전기차 보조금 차별 금지' 촉구 결의안 의결","키워드: 외통위/美 전기차 보조금/차별 금지/촉구 결의안  
결과: 긍정"
[단독] 기아 화성 전기차공장 표류…사측 '사전공사 요청' 공문,"키워드: 기아/화성/전기차공장/표류/사측/사전공사요청  
결과: 부정"
"BMW 회장 만난 이재용 ""전기차 협력 강화""","키워드: BMW/이재용/전기차/협력/강화  
결과: 긍정"
"韓, 전기차 산업 등 ‘샌드위치 신세’… 中에 치이고 美日에 밀려","키워드: 한국/전기차 산업/샌드위치 신세/중국/미국/일본  
결과: 부정"
"올해 中전기차 보조금 2천억 넘을 듯..""정책 개편해야"" 지적",키워드: 中전기차 보조금/결과: 부정
"""中 BYD 급성장..전기차 대중화 동력 될 것""","키워드: BYD/급성장/전기차/대중화  
결과: 긍정"
오히려 비싼 전기차 유지비.. 아직은 이 차에 밀린다,키워드: 비싼 전기차 유지비/ 결과: 부정
"바이든, '美 자동차 본산' 미시간서 ""전기차 미래 건설""","키워드: 바이든/미 자동차 본산/미시간/전기차 미래 건설  
결과: 긍정  "
"[안동]""꺼도 꺼도 살아나""···영주 전기차 화재 1명 사망",키워드: 전기차 화재/결과: 부정
정유회사가 전기차 배터리 개발한 이유는.. [SKI 혁신연구],"키워드: 정유회사/전기차 배터리 개발/혁신연구  
결과: 긍정"
전기차 충전 기반시설 구축 어떻게?…발전협의회 개최,"키워드: 전기차/충전 기반시설/구축/발전협의회  
결과: 중립"
전기차 기업·충전기 제조사 모여 급속충전기술 점검..행사 개막,"키워드/결과  
전기차 기업, 충전기 제조사, 급속충전기술, 행사 개막 / 긍정"
중국 시장서 토종 전기차에 맹추격 당하는 美테슬라,"키워드: 중국 시장/토종 전기차/맹추격/美테슬라  
결과: 부정"
"""너무 좋은데 전기차는 안 되겠다 싶더라고요""…왜? [전기차 30만 시대(1)]",키워드: 너무 좋은데/결과: 부정
"도요타 “뼈대부터 다시 만들자”… 전기차 경쟁, 본게임이 시작됐다","키워드: 도요타/전기차 경쟁/본게임 시작  
결과: 긍정"
"""전기차 성능 더 높인다""..한국타이어 전기차 타이어 '아이온' 출시","키워드 / 결과  
전기차/긍정  
성능/긍정  
한국타이어/긍정  
타이어/긍정  
아이온/긍정  
출시/긍정  "
[ET] 테슬라 넘어선 중국 전기차 vs 현대차·기아,"키워드: 테슬라/중국 전기차/현대차·기아  
결과: 중립"
"전기차 핵심 '리튬노다지' 중남미, 생산서 민간배제 국영화 나서","키워드: 리튬노다지/중남미/생산/민간배제/국영화  
결과: 부정"
"美, 전기차 보조금 세부규정 제정 착수..11월 4일까지 의견 수렴",키워드: 전기차 보조금/결과: 긍정
"한국GM ""한국에선 전기차 판매만..생산 계획 없다""(종합)","키워드: 한국GM/전기차/판매/생산 계획  
결과: 부정"
테슬라 흉내내던 전기차 스타트업들의 몰락,"키워드: 테슬라/전기차/스타트업/몰락  
결과: 부정"
전기료 상승·보조금 축소…유럽 전기차 '끽',"키워드: 전기료 상승/ 보조금 축소/ 유럽 전기차  
결과: 부정"
[미리보는 경제] 기로에 선 한국 전기차,키워드: 한국 전기차 / 결과: 부정
"美·EU ""전기차 보조금 TF 논의 초기 진전…건설적 해결 약속""(종합)",키워드: 전기차 보조금 TF/결과: 긍정
전기차 시장 지배자 테슬라 선두주자 우위 이어갈까,"키워드: 전기차 시장/테슬라/선두주자/우위  
결과: 부정  "
"추위 타는 전기차…""한파에 몰기 겁나요""","키워드: 추위/한파/겁나요  
결과: 부정"
'제2 테슬라' 꿈꾸던 전기차 스타트업들 무너지고 있다,키워드: '제2 테슬라' / 결과: 부정
"바이든, 인플레 감축법 서명..한국산 전기차 보조금 제외 '비상'","키워드: 바이든/인플레 감축법/한국산 전기차 보조금 제외  
결과: 부정"
계묘년 '전기차 대전'…큰 놈끼리 진검승부 펼친다,"키워드: 전기차/대전/진검승부  
결과: 긍정"
"車생산·수출·내수 두자릿수↑..전기차, 하이브리드 첫 추월","키워드: 전기차/하이브리드/생산/수출/내수/두자릿수↑  
결과: 긍정"
"국회 대표단, '한국산 전기차 차별' IRA 논의 차 방미",키워드: 한국산 전기차/결과: 부정
[단독] 내년 '택배 전기차' 빨리 받는다..법 유예도 검토,키워드: 택배 전기차/ 결과: 긍정
"[팩트체크] 전기차, 정말 화재에 취약할까?","키워드: 전기차/화재/취약  
결과: 부정"
전기차 ‘무선충전 시대’ 열려···과기부 12개 규제혁신전략 발표,"키워드: 전기차/무선충전/과기부/규제혁신전략  
결과: 긍정"
"EU ""美 IRA, 전기차 보조금 등 최소 9개 항목 국제법 위반 소지""","키워드: EU/美 IRA/전기차 보조금/국제법 위반  
결과: 부정"
"韓전기차, '리스·렌터카'는 美서 보조금…""정부 의견 반영""","키워드: 韓전기차/리스·렌터카/美/보조금/정부 의견 반영  
결과: 긍정"
"바이든 이어 부통령도 ""韓 우려 이해""..전기차 차별 해법 나올까","키워드: 바이든/부통령/韓/우려/전기차/차별/해법  
결과: 중립"
"[전기차 10만대 시대③]전기차 중흥, 앞으로 넘어야 할 산은?",키워드: 전기차 중흥/결과: 부정
전기차 수요 둔화 우려… 잘 나가던 배터리株에 무슨 일?,키워드: 전기차 수요 둔화/부정
"“빌게이츠 감탄, 머스크 발끈”…‘넘사벽’ 전기차, 타이칸 폭주 [왜몰랐을카]","키워드: 빌게이츠/감탄/머스크/발끈/넘사벽/전기차/타이칸/폭주  
결과: 긍정/부정/부정/긍정/긍정/긍정/긍정/부정"
"[집중취재M] 충전 중 ""펑!"" 전기차 열폭주 지하에서 나면..","키워드: 충전/펑!/전기차/열폭주  
결과: 부정"
"한국산 '리스 전기차', 美서 전기차 보조금 받는다","키워드: 한국산/리스 전기차/美/전기차 보조금  
결과: 긍정"
"中 전기차 굴기, 선봉장 '비야디'…한국시장 들어오면?","키워드: 전기차/비야디/한국시장  
결과: 중립"
전기차 폐배터리 '순환자원'으로 규제완화..재활용률 높인다,"키워드: 전기차/폐배터리/규제완화/재활용률  
결과: 긍정"
"한자연 ""인니·태국을 전기차 생산·수출기지로 적극 활용해야""","키워드: 인니·태국, 전기차, 생산·수출기지 / 결과: 긍정"
"연말이면 오르던 중고 전기차...""이번엔 떨어지네?""",키워드: 중고 전기차/ 결과: 부정
전기차 '맞불'..AS망 따라 테슬라 보조금 깎는다,"키워드: 전기차/맞불/AS망/테슬라/보조금  
결과: 부정"
"한국 SOS 애써 외면한 바이든..""美생산 전기차에만 보조금""","키워드: 한국/SOS/바이든/美생산/전기차/보조금  
결과: 부정"
"정부, IRA 전기차 세액공제 관련 의견서 美 정부에 제출","키워드: 정부/IRA/전기차/세액공제/의견서/美 정부  
결과: 중립"
"[단독]GM 실력자, 실판 아민 사장 방한..노조와 '전기차' 담판","키워드: GM/실력자/실판 아민 사장/방한/노조/전기차  
결과: 긍정"
"통상본부장, 美와 '전기차 차별' 논의..美 ""진지하게 협의할 것""(종합)","키워드: 전기차/차별/논의/협의  
결과: 부정"
"현대차 한숨 돌렸다…美, 한국산 '리스 전기차'도 IRA 보조금","키워드: 현대차/한숨/미국/한국산/리스 전기차/IRA 보조금  
결과: 긍정"
"한미협력으로 첫삽 뜬 현대 전기차공장..""한국은 신뢰할 파트너""(종합)","키워드: 한미협력/현대 전기차공장/한국/신뢰할 파트너  
결과: 긍정"
"전기차도 온실가스가 나온다?..""전 과정 평가 도입 필요""","키워드: 전기차/온실가스/전 과정 평가  
결과: 부정"
전기차 화재 2배 증가하는데 진압 장비 부족,"키워드: 전기차/화재/증가/진압 장비 부족  
결과: 부정"
차세대 럭셔리 비즈니스 세단 ‘벤츠 EQE’… 국내 수입 전기차 시장 경쟁 신호탄,"키워드: 차세대 럭셔리 비즈니스 세단, 벤츠 EQE, 국내 수입 전기차 시장 경쟁 / 결과: 긍정"
"정부대표단, USTR 부대표 면담..""전기차 韓우려 논의""","키워드: 정부대표단/USTR 부대표/전기차/한국 우려  
결과: 부정"
"日도요타 CEO ""전기차는 하나의 선택지일 뿐…정답 아직 불분명""","키워드: 도요타/CEO/전기차/선택지/정답/불분명  
결과: 부정"
세계은행 '최악 대기오염' 인도 전기차 구매 지원 추진,"키워드: 세계은행/최악/대기오염/인도/전기차/구매 지원  
결과: 부정"
"바이든 ""전기차 미국내 생산"" 거듭 강조..차별 해소 장기화하나","키워드: 바이든/전기차/미국내 생산/차별 해소/장기화  
결과: 긍정/부정"
도요타 “기존 전기차 플랫폼 폐기”… 전동화 전략 대폭 수정,"키워드: 도요타/기존 전기차 플랫폼 폐기/전동화 전략 대폭 수정  
결과: 부정"
[전기차 10만대 시대①]엇갈리는 시장점유율…'1강3약' 뚜렷,"키워드: 전기차/시장점유율/1강3약  
결과: 부정"
전기차도 '덩치들' 몰려온다…SUV 볼보 EX90·기아 EV9 내년 출시,"키워드: 전기차/SUV/볼보 EX90/기아 EV9/내년 출시  
결과: 긍정"
전기차 생산에 미묘한 입장 밝힌 한국GM..속내는,"키워드: 전기차/생산/미묘한 입장/한국GM  
결과: 부정"
"BMW코리아 ""내년 전기차 충전기 1000기 이상 확보""","키워드: BMW코리아/전기차/충전기/확보  
결과: 긍정"
"GM, ""모두를 위한 전기차 만들 것""","키워드: GM/모두를 위한 전기차  
결과: 긍정"
미국 · 중국은 안 주는데..우리만 '열린 전기차 보조금'?,"키워드: 미국/중국/열린 전기차 보조금  
결과: 부정"
"""글로벌 전기차시장 선도"" 현대차그룹, 美 조지아공장 기공식","키워드 / 결과  
글로벌 전기차시장, 선도, 현대차그룹, 미국, 조지아공장, 기공식 / 긍정"
"바이든, 공화당의 IRA 개정 제동… 韓 전기차보조금 해결 먹구름","키워드: 바이든/공화당/IRA 개정/韓 전기차보조금/해결/먹구름  
결과: 부정  "
"美, 한국산 리스 전기차도 7500달러 보조금 지급…韓업계 안도",키워드: 한국산 리스 전기차 / 결과: 긍정
한국산 전기차 ‘리스 차량’은 美인플레법 보조금 받게 돼...한국 요청 수용,"키워드 / 결과  
한국산 전기차 / 긍정  
리스 차량 / 긍정  
美인플레법 보조금 / 긍정  
한국 요청 수용 / 긍정  "
"""美 전기차 차별에 한국인들 바이든에 실망"" WSJ","키워드: 전기차/ 차별/ 한국인들/ 바이든/ 실망  
결과: 부정"
임대주택서도 인기 높은 전기차… LH “전기차엔 ‘차량가액’ 예외둬야”,"키워드: 임대주택, 인기, 전기차, 차량가액, 예외  
결과: 긍정"
EU·日도 美전기차 보조금 차별문제 제기..한국에 힘실리나,"키워드: EU·日/美전기차/보조금/차별문제/제기/한국  
결과: 부정"
"백악관 '韓 전기차 차별' 질문에 ""단기간 모든 문제 해결 불가""","키워드: 백악관/韓 전기차 차별/단기간/모든 문제 해결 불가  
결과: 부정"
"""2024년 세계 전기차 판매량 폭스바겐이 테슬라 추월 전망""","키워드 / 결과  
전기차 판매량 / 긍정  
폭스바겐 / 긍정  
테슬라 / 긍정  
추월 / 긍정"
"미, '中배터리' 전기차는 세액공제 제외..자국산 우선(종합)","키워드: 미/중배터리/전기차/세액공제/자국산/우선  
결과: 부정"
'2030' 전기차에 꽂히다…전기차 패권 경쟁 본격화,"키워드: 2030/전기차/패권 경쟁  
결과: 긍정"
"전기차 보조금, 13개 도시선 동나.. 출고 1년 기다리고도 못받았다",키워드: 전기차 보조금/결과: 부정
"중국, 스마트 전기차 법제 정비 나선 이유는?","키워드: 중국/스마트 전기차/법제 정비  
결과: 중립"
"美 전기차 보조금 변경, 글로벌 완성차 업체들도 '분주'",키워드: 전기차 보조금/결과: 부정
'대기오염 최악' 인도에 2륜·3륜 전기차 전성시대 열리나,"키워드: 대기오염/인도/2륜/3륜/전기차/전성시대  
결과: 부정"
뜨거워진 전기차 충전 경쟁… 현대차·BMW에 GS·SK·LG도 가세,키워드: 전기차 충전 경쟁/ 결과: 긍정
"""미국 전기차 구매·유지비용, 휘발유차보다 저렴""",키워드: 미국 전기차 구매·유지비용/결과: 긍정
'전기차 대전' 도로 달군다,키워드: 전기차 대전 / 결과: 긍정
"[자막뉴스] 1,000도 순식간...전기차 화재나면 수조에 담근다","키워드/결과  
전기차 화재/부정"
[단독] 전기차 보조금 설득 협공…정부·국회 협상팀 4일 미국 간다,키워드: 전기차 보조금/결과: 긍정
대기업 전기차 충전 콜센터 휴일 '먹통'..반쪽운영 논란,"키워드: 대기업/전기차/충전/콜센터/휴일/먹통/반쪽운영/논란  
결과: 부정"
"미쓰비시, '전기차 허브' 노리는 인도네시아에 9천억 추가 투자","키워드: 미쓰비시/전기차 허브/인도네시아/9천억 추가 투자  
결과: 긍정"
초급속 충전에 승차감 굿..GV70 전기차 '이것' 빼고 다 좋네[차알못시승기],"키워드: 초급속 충전/ 승차감/ GV70 전기차/ 좋네  
결과: 긍정"
전기차 사용후배터리 산업 규제 혁파..2300억 규모 기업 투자 촉진,"키워드: 전기차/사용후배터리/산업/규제/혁파/기업/투자  
결과: 긍정"
"전기차 원페달 드라이빙, 사고유발 논란…‘안전한 활용법’ 정보제공해야","키워드: 전기차 원페달 드라이빙/사고유발 논란/안전한 활용법  
결과: 부정"
"""대세는 전기차다""…車 엔진 만들던 부품사들 '대변신' [車 한파 온다(하)]","키워드: 대세/전기차/부품사/대변신/차 한파  
결과: 긍정/부정"
'LA오토쇼' 흔든 전기차 열풍…'한국산'도 이목집중,"키워드: LA오토쇼/전기차/열풍/한국산  
결과: 긍정"
"[단독] 커지는 '차이나 파워'..중국산 전기차 보조금 비중, 미국산 첫 추월","키워드: 차이나 파워/전기차/보조금/비중/미국산  
결과: 부정"
"""전기차 배터리 한 번 바꾸는데 2000만원…재활용시장 급성장할 것""",키워드: 전기차 배터리/결과: 부정
"美 전기차 보조금 중단..""정부 나서 유예기간 요청해야""",키워드: 전기차 보조금 중단 / 결과: 부정
"GGM, 내년 전기차 생산 설비 구축…2024년 양산 돌입","키워드: GGM/전기차 생산 설비/2024년 양산  
결과: 긍정"
중국 질주에 미·유럽 '보조금 브레이크'.. 전기차 東西냉전,"키워드: 중국/미·유럽/보조금/전기차/동서냉전  
결과: 부정"
"[프리미엄 리포트] 전기차 딜레마 불 붙는 배터리 ""걷잡을 수 없다""","키워드: 전기차/딜레마/배터리/걷잡을 수 없다  
결과: 부정"
쏟아지는 전기차..충전소 사각지대는 여전했다,"키워드: 전기차/충전소 사각지대  
결과: 부정"
"정부, 미래차 규제 혁신..주유기 옆 전기차 충전기 설치 등 허용","키워드: 정부/미래차/규제/혁신/전기차/충전기  
결과: 긍정"
"“왜 전기차 사서 고생”…가격·AS도 비교불가, 3000만원대 HV 제왕 [카슐랭]","키워드: 전기차/고생/가격/AS/비교불가/3000만원대 HV 제왕  
결과: 부정"
전기차 충전시설 단계별 안전관리 개선안 만든다,"키워드: 전기차/충전시설/안전관리/개선안  
결과: 긍정"
"현대차 ""2030년까지 제네시스 등 전기차 17종으로 늘릴 것""","키워드: 현대차/2030년/제네시스/전기차/17종  
결과: 긍정"
또 전기차 보조금 축소… 구매위축 우려,키워드: 전기차 보조금 축소 / 결과: 부정
‘원인 미상’ 전기차 배터리 화재…“과충전 등 주의”,"키워드: 원인 미상/전기차/배터리/화재/과충전/주의  
결과: 부정"
불붙는 '태양광 전기차' 시장..2025년 4천만원대 나온다,키워드: 태양광 전기차/결과: 긍정
제로백 ‘3초대’ 전기차…엄청난데?,"키워드: 제로백/3초대/전기차  
결과: 긍정"
"전기차 시장 선도하는 중국..""올해 예상 판매량 600만대""","키워드: 전기차 시장 선도, 중국, 판매량 600만대 / 결과: 긍정"
"美·EU ""전기차 보조금 TF 논의 초기 진전…건설적 해결 약속""","키워드 / 결과  
전기차 보조금 / 긍정  
美·EU / 긍정  
논의 초기 진전 / 긍정  
건설적 해결 약속 / 긍정"
"GM, 한국에서 전기차 생산 안하겠다는 이유는?","키워드: GM/한국/전기차/생산/이유  
결과: 부정"
기아 EV9·벤츠 EQS…전기차도 '덩치 싸움',"키워드: 기아 EV9/벤츠 EQS/전기차/덩치 싸움  
결과: 중립"
"[하이빔]전기차, 충전도 고를 수 있어야","키워드: 전기차/충전/고를 수 있어야  
결과: 긍정"
전기차 대세론에도 잘 팔리는 하이브리드車…왜?,"키워드: 전기차 대세론/하이브리드車/판매 이유  
결과: 부정"
韓 전기차 배터리 '질주'…中·日 협공에 주춤하나,키워드: 韓 전기차 배터리/결과: 부정
"""중국車 누가 타냐고?""…테슬라 앞지른 판매량, '진격의 전기차'[차이나는 중국]","키워드: 중국차/테슬라/판매량/진격의 전기차  
결과: 긍정"
[美선거 D-30] ③ 한국산 전기차 차별논란 해소될까..북한 변수는,키워드: 한국산 전기차/결과: 부정
"""전기차 보조금 해결위한 對美협상, 반도체-배터리와 연계할수도""",키워드: 전기차 보조금/ 결과: 중립
[시승기] 하이브리드 노하우 그대로..렉서스 첫 전기차 'UX 300e',"키워드 / 결과  
하이브리드, 노하우, 렉서스, 첫, 전기차, UX 300e / 긍정"
IRA 후폭풍 덮쳤다..현대차·기아 미국서 전기차 판매량 '뚝',"키워드: IRA 후폭풍/현대차·기아/전기차 판매량 '뚝'  
결과: 부정"
"""내연기관의 감성과 소리를 간직한 순수 전기차""","키워드: 내연기관/감성/소리/순수 전기차  
결과: 긍정"
미 상원 '한국 전기차도 2025년 말까지 보조금 지급' 법안 발의,"키워드: 미 상원/ 한국 전기차/ 보조금 지급/ 법안 발의  
결과: 긍정  "
"""날렵한 외모에 반했다""…벤츠 전기차 '끝판왕' EQS 450+ [신차털기]","키워드: 날렵한, 외모, 반했다, 벤츠, 전기차, 끝판왕, EQS 450+ / 결과: 긍정"
국산 전기차 10만시대 열렸다…완성차 5개사 판매 첫 돌파,"키워드: 국산 전기차/10만시대/완성차 5개사/판매 첫 돌파  
결과: 긍정"
서울 전기차 등록대수 7만대 돌파…온실가스 감축 기대,키워드: 서울 전기차 등록대수 / 결과: 긍정
전기차 공장 못 짓게 하는 기아 노조의 기상천외 주장,키워드: 전기차/공장/기아/노조/기상천외/주장 / 결과: 부정
"한국 전기차 수출, 독일·미국·중국에 이어 '세계 4위'",키워드: 한국 전기차 수출 / 결과: 긍정
"중국 토종전기차, 테슬라 추격전..코로나 악화에도 공장 신설",키워드: 중국 토종전기차 / 결과: 긍정
"한국타이어 vs 금호타이어, 전기차용 타이어 경쟁 본격화","키워드: 한국타이어/금호타이어/전기차용 타이어 경쟁  
결과: 긍정"
전기차 버블 꺼졌나… 주가 줄줄이 폭락,"키워드: 전기차/버블/주가/폭락  
결과: 부정"
"바이든, 공화당 IRA 개정 제동… 韓 전기차보조금 해결 어려워져","키워드: 바이든/공화당/IRA 개정/전기차 보조금  
결과: 부정"
"바이든, 조지아주 현대 전기차공장 기공식에 ""미국 경제에 기여""","키워드: 바이든/조지아주/현대 전기차공장/기공식/미국 경제에 기여  
결과: 긍정"
"""미 기후법 통과로 지원금 늘지만 전기차 여전히 비싸""","키워드: 기후법/지원금/전기차/비싸  
결과: 부정"
[단독] 1년 걸린다고? '택배용 전기차' 출고 앞당긴다,"키워드 / 결과  
단독 / 긍정  
1년 걸린다고 / 부정  
택배용 전기차 / 긍정  
출고 앞당긴다 / 긍정  "
[르포]전기차 강국 덴마크를 가다,"키워드: 전기차/덴마크  
결과: 긍정"
"일본 닛산도 ""美 IRA 전기차 보조금 규정 유예기간 달라""",키워드: 일본 닛산 / 결과: 부정
"미 '전기차 보조금 삭감'에..""국내 테슬라 보조금 끊어야"" 주장도",키워드: 전기차 보조금/결과: 부정
아우디의 쉼없는 전기차 전략 … 한국 제대로 홀렸다,키워드: 아우디/전기차/전략/한국 / 결과: 긍정
전기차 특유의 이질감 확 줄인 폭스바겐 첫 전기 SUV ID.4,"키워드: 전기차/이질감/폭스바겐/첫/전기 SUV/ID.4  
결과: 부정"
전기차 충전 오류 없앤다...'국제 표준' 작업 착수,"키워드: 전기차/충전 오류/국제 표준  
결과: 긍정"
"'아반떼' 가격의 전기차, 언제 나올까","키워드: 아반떼/가격/전기차  
결과: 부정"
"""日정부, 美인플레법 혜택 전기차 요건 완화 美정부에 제안키로""","키워드: 日정부/美인플레법/혜택/전기차/요건/완화/美정부/제안  
결과: 중립"
[신경진의 차이나는 차이나] 中 전기차 굴기..배후엔 700만대 실시간 '빅데이터',키워드: 전기차/결과: 긍정
'車 산업의 애플' 기대감 무너진 테슬라...전기차 독주 흔들린다,"키워드: 테슬라/전기차 독주/기대감 무너진  
결과: 부정"
"전기차 무선 충전 시대, 어떤 모습일까","키워드: 전기차/무선 충전/시대/모습  
결과: 긍정"
"중국 CATL, 갈아끼는 전기차 배터리 사업 개시",키워드: 중국 CATL / 긍정
"""하이브리드차보다 전기차가 더 팔렸다""..사상 첫 내수 추월","키워드/결과  
전기차/긍정  
하이브리드차/부정  
사상 첫 내수 추월/긍정  "
"이재명 ""특별협상단 파견해 '전기차 패싱' 수습책 마련해야""","키워드: 이재명/특별협상단/전기차 패싱/수습책  
결과: 부정"
車 생산·수출·내수 '트리플 증가'..전기차 판매 급증,키워드: 車 생산·수출·내수·트리플 증가·전기차 판매 급증 / 결과: 긍정
"바이든, 이래서 인플레법 강행했나..미국산 전기차 호적수, '한국산'","키워드/결과  
바이든/부정  
인플레법/부정  
미국산 전기차/부정  
한국산/부정  "
美·EU “전기차 보조금 논의…건설적 해결 약속”,"키워드: 전기차/ 보조금/ 논의/ 건설적 해결  
결과: 긍정"
"수입 전기차, 테슬라 빼고 질주","키워드 / 결과  
수입 전기차, 테슬라, 질주 / 긍정"
"""전기차 배터리·플라스틱 재사용 활성화""..규제 확 푼다",키워드: 전기차 배터리·플라스틱 재사용 활성화 / 결과: 긍정
"GGM ""내년 전기차 기반 구축, 2024년부터 생산""",키워드: 전기차/생산 / 결과: 긍정
"中 전기차 BYD, 한국 진출 임박… 사무소 열고 딜러사 물색","키워드: 중 전기차 BYD, 한국 진출, 사무소 열고 딜러사 물색 / 결과: 긍정"
"전기차 '판 갈겠다'는 바이든, '동맹'도 뒷전인 이유는?","키워드: 전기차/판 갈겠다/바이든/동맹/뒤전  
결과: 부정"
"여한구 前통상본부장 ""IRA 통과 前 전기차 투자업체에 혜택줘야""","키워드/결과  
여한구, IRA, 전기차, 투자업체/긍정"
테슬라 급발진 의심 사고 잇따라‥중국 전기차 1위 '흔들',"키워드 / 결과  
테슬라 급발진 의심 사고 / 부정  
중국 전기차 1위 / 부정  
흔들 / 부정  "
“한국인은 호구?”…중국에선 韓 반값에 파는 이 전기차[위클리 기사단],"키워드: 한국인, 호구, 중국, 반값, 전기차 / 결과: 부정"
"'e-트론' 앞세운 아우디…""韓 수입 전기차 이끌 것""","키워드: 'e-트론' , 아우디 , 韓 , 수입 전기차 / 결과: 긍정"
"현대차그룹, 전기차에 온돌 시스템 장착하는 이유","키워드: 현대차그룹/전기차/온돌 시스템  
결과: 긍정"
"韓보다 1000만원 더 싸…벤츠 전기차, 中서 4400만원 '굴욕 세일'",키워드: 벤츠 전기차/결과: 부정
"""세계 車시장 위축에도 전기차는 '쑥쑥'..韓 수출 4위""",키워드: 세계 車시장 위축/결과: 긍정
전기차 충전시설 사고 막는다…제조·설치·운영 단계별 안전 강화,"키워드 / 결과  
전기차 충전시설 / 긍정  
사고 막는다 / 긍정  
제조·설치·운영 단계별 / 긍정  
안전 강화 / 긍정"
"[시승기] 폭스바겐, ID.3 건너뛰고 'ID.4'로 韓 전기차 시장 '도전'","키워드: 폭스바겐/ID.3/ID.4/전기차/시장/도전  
결과: 긍정"
"EU, 美 자국산 전기차 우선 지원법에 ""WTO 위반""","키워드: EU/美 자국산 전기차 우선 지원법/WTO 위반  
결과: 부정"
대통령 공약 파기?..내달부터 '전기차 충전' 요금도 오른다,"키워드: 대통령 공약 / 부정  
           전기차 충전 요금 / 부정  
"
"13조 투자 약속했는데..정의선, 美전기차 보조금 삭감에 긴급 방미","키워드: 투자 약속 / 부정  
키워드: 정의선 / 중립  
키워드: 美전기차 보조금 삭감 / 부정  
키워드: 긴급 방미 / 중립  "
전기차 충전료 올린다더니 아직 그대로..왜?,키워드: 전기차 충전료/결과: 부정
"현대 美전기차 조지아 공장, IRA 파고 속 예정대로 25일 착공식","키워드: 현대/美전기차/조지아/공장/IRA/착공식  
결과: 긍정"
"[단독] 아우디 전기차 'e트론' 배터리 문제로 '주행불가'라는데.. 서비스센터는 ""수리 불가""","키워드: 아우디 전기차/e트론/배터리 문제/주행불가/서비스센터/수리 불가  
결과: 부정"
"현대차·기아, 유럽서 전기차 누적판매 20만대 연이어 돌파","키워드 / 긍정  
현대차·기아 / 긍정  
유럽 / 긍정  
전기차 / 긍정  
누적판매 20만대 / 긍정  
연이어 돌파 / 긍정  "
"""보조금 끊기면 재고 전락"".. 푸조, 전기차 대규모 할인","키워드: 보조금/재고 전락/푸조/전기차/대규모 할인  
결과: 부정"
"美 월저널 ""한국인, 바이든에 실망..美 투자에도 전기차 차별""","키워드: 한국인/바이든/실망/美 투자/전기차 차별  
결과: 부정"
"""테슬라 잡는다"" BMW, 헝가리 전기차 공장 투자규모 2배 늘려","키워드: BMW/헝가리/전기차/투자규모/테슬라  
결과: 긍정"
"전기차 30만대 돌파…제주, 사람보다 자동차가 더 많아",키워드: 전기차/결과: 부정
버핏에 수익률 2000% 안겼다..테슬라 쫓는 전기차 2위 업체,"키워드: 버핏/수익률/2000%/테슬라/전기차/2위 업체  
결과: 긍정"
'인플레법' 한국 전기차 차별 조항 고칠 수 있나?,"키워드: 인플레법/한국 전기차/차별 조항  
결과: 부정"
한국산 전기차 美 '수출 전선' 먹구름에..철강업계도 '촉각',키워드: 한국산 전기차/결과: 부정
"현대차·기아, IRA 타격이 현실로..전기차 '판매 감소'","키워드: 현대차·기아/IRA 타격/전기차/판매 감소  
결과: 부정"
"""중국산 전기차 재조립"".. 이게 '군산형 일자리'?",키워드: 중국산 전기차/결과: 부정
진화하는 전기차..연말까지 기대작 쏟아진다,"키워드: 진화하는 전기차/연말 기대작  
결과: 긍정"
또 전기차 사망…불 끄는데 2시간,"키워드: 전기차/사망/불 끄는데 2시간  
결과: 부정"
불편한 전기차 충전..태양광 기술로 개선한다,"키워드: 불편한/전기차/충전/태양광/기술/개선  
결과: 부정/긍정"
"美, 상업용 한국 전기차 세액공제…""우리 정부 요구 반영""",키워드: 상업용 전기차 세액공제 / 결과: 긍정
中 전기차 1위 비야디의 역주행…美 테슬라와 달리 가격 인상,"키워드: 중 전기차 1위 비야디, 역주행, 美 테슬라, 가격 인상 / 결과: 부정"
